timestamp,balance,pnl,pnlPercent,symbol
1767187003684,100001.48970616418,1.489706164181926,4.965687213939753E-5,BTCUSDT
1767187214471,100015.16491841231,13.675212248138944,4.5583361768979704E-4,BTCUSDT
1767187433459,100017.08956292203,1.9246445097193619,6.41450894401663E-5,BTCUSDT
1767187853911,99991.06349642183,-26.026066500190577,-8.67387317304984E-4,BTCUSDT
1767187920091,99992.27620566257,1.2127092407241193,4.042725414048347E-5,BTCUSDT
1767187982094,99998.77875880252,6.502553139958943,2.1676851408618106E-4,BTCUSDT
1767188036894,100000.17063855511,1.3918797525727873,4.639655836631122E-5,BTCUSDT
1767188428452,99993.53474182307,-6.635896732044357,-2.2119618028884592E-4,BTCUSDT
1767188511136,99998.42517026418,4.890428441108537,1.6302482134587708E-4,BTCUSDT
1767188563286,100000.22966775915,1.8044974949830173,6.0150863773122966E-5,BTCUSDT
